frame_id,timestamp_ns,load_ms,undistort_ms,detect_ms,describe_ms,stereo_ms,stereo_retrack_ms,track_ms,preint_ms,optimize_ms,total_ms,n_features,n_stereo,n_stereo_retracked,n_tracked,n_landmarks_init,n_landmarks
520,1403715299262142976,0.000,0.381,1.314,0.529,0.045,0.000,0.601,0.000,61.204,171.365,28,7,153,567,3608,3608
521,1403715299312143104,0.000,0.575,0.000,0.000,0.000,0.000,0.755,0.000,0.000,1.488,0,0,0,586,0,0
522,1403715299362142976,0.000,0.316,1.483,0.531,0.059,0.000,0.766,0.000,90.334,150.979,22,6,156,579,3630,3630
523,1403715299412143104,0.000,0.498,0.000,0.000,0.000,0.000,0.870,0.000,0.000,1.590,0,0,0,599,0,0
524,1403715299462142976,0.000,0.810,1.312,0.577,0.053,0.000,0.699,0.000,119.796,182.002,21,5,149,589,3649,3649
525,1403715299512143104,0.000,1.418,0.000,0.000,0.000,0.000,3.474,0.000,0.000,5.096,0,0,0,603,0,0
526,1403715299562142976,0.000,0.484,3.264,0.920,0.195,0.000,0.844,0.000,86.671,158.236,27,8,147,603,3668,3668
527,1403715299612143104,0.000,0.327,0.000,0.000,0.000,0.000,0.714,0.000,0.000,1.241,0,0,0,617,0,0
528,1403715299662142976,0.000,0.321,1.324,0.572,0.058,0.000,0.717,0.000,70.985,132.225,23,3,154,603,3684,3684
529,1403715299712143104,0.000,0.397,0.000,0.000,0.000,0.000,0.724,0.000,0.000,1.363,0,0,0,607,0,0
530,1403715299762142976,0.000,0.425,1.546,0.614,0.123,0.000,1.539,0.000,85.649,150.266,34,11,140,589,3709,3709
531,1403715299812143104,0.000,0.337,0.000,0.000,0.000,0.000,0.761,0.000,0.000,1.273,0,0,0,598,0,0
532,1403715299862142976,0.000,0.490,1.287,0.515,0.049,0.000,0.930,0.000,165.403,253.511,25,5,167,573,3742,3742
533,1403715299912143104,0.000,1.243,0.000,0.000,0.000,0.000,1.870,0.000,0.000,3.542,0,0,0,587,0,0
534,1403715299962142976,0.000,0.414,1.295,0.597,0.062,0.000,1.064,0.000,85.349,137.683,40,14,156,564,3769,3769
535,1403715300012143104,0.000,0.386,0.000,0.000,0.000,0.000,0.702,0.000,0.000,1.311,0,0,0,580,0,0
536,1403715300062142976,0.000,0.246,1.322,0.493,0.067,0.000,0.528,0.000,131.416,185.212,29,10,153,559,3797,3797
537,1403715300112143104,0.000,0.303,0.000,0.000,0.000,0.000,0.643,0.000,0.000,1.148,0,0,0,562,0,0
538,1403715300162142976,0.000,0.271,1.355,0.539,0.054,0.000,0.513,0.000,202.687,251.887,23,14,181,541,3820,3820
539,1403715300212143104,0.000,0.281,0.000,0.000,0.000,0.000,0.489,0.000,0.000,0.897,0,0,0,543,0,0
540,1403715300262142976,0.000,0.494,1.238,0.494,0.037,0.000,0.601,0.000,144.148,200.411,20,5,162,522,3838,3838
541,1403715300312143104,0.000,0.374,0.000,0.000,0.000,0.000,0.804,0.000,0.000,1.604,0,0,0,523,0,0
542,1403715300362142976,0.000,0.495,1.385,0.498,0.076,0.000,0.679,0.000,116.394,166.124,16,5,162,502,3850,3850
543,1403715300412143104,0.000,0.375,0.000,0.000,0.000,0.000,0.763,0.000,0.000,1.460,0,0,0,509,0,0
544,1403715300462142976,0.000,0.352,0.000,0.000,0.000,0.000,0.683,0.000,0.000,1.194,0,0,0,485,0,0
545,1403715300512143104,0.000,0.380,0.000,0.000,0.000,0.000,0.607,0.000,0.000,1.213,0,0,0,473,0,0
546,1403715300562142976,0.000,0.258,0.000,0.000,0.000,0.000,0.465,0.000,0.000,0.870,0,0,0,461,0,0
547,1403715300612143104,0.000,0.250,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.780,0,0,0,458,0,0
548,1403715300662142976,0.000,0.302,0.000,0.000,0.000,0.000,0.618,0.000,0.000,1.214,0,0,0,454,0,0
549,1403715300712143104,0.000,0.236,0.000,0.000,0.000,0.000,0.407,0.000,0.000,0.772,0,0,0,447,0,0
550,1403715300762142976,0.000,0.235,0.000,0.000,0.000,0.000,0.560,0.000,0.000,0.977,0,0,0,439,0,0
551,1403715300812143104,0.000,0.226,0.000,0.000,0.000,0.000,0.387,0.000,0.000,0.735,0,0,0,436,0,0
552,1403715300862142976,0.000,0.233,1.225,0.439,0.035,0.000,0.432,0.000,92.842,137.640,16,7,147,435,3859,3859
553,1403715300912143104,0.000,0.441,0.000,0.000,0.000,0.000,0.803,0.000,0.000,1.709,0,0,0,442,0,0
554,1403715300962142976,0.000,0.422,0.000,0.000,0.000,0.000,0.932,0.000,0.000,1.539,0,0,0,442,0,0
555,1403715301012143104,0.000,0.325,0.000,0.000,0.000,0.000,0.736,0.000,0.000,1.225,0,0,0,437,0,0
556,1403715301062142976,0.000,0.478,0.000,0.000,0.000,0.000,0.504,0.000,0.000,1.262,0,0,0,436,0,0
557,1403715301112143104,0.000,0.346,0.000,0.000,0.000,0.000,0.682,0.000,0.000,1.259,0,0,0,431,0,0
558,1403715301162142976,0.000,0.303,0.000,0.000,0.000,0.000,0.509,0.000,0.000,0.965,0,0,0,424,0,0
559,1403715301212143104,0.000,0.283,0.000,0.000,0.000,0.000,0.550,0.000,0.000,1.191,0,0,0,423,0,0
560,1403715301262142976,0.000,0.269,0.000,0.000,0.000,0.000,0.485,0.000,0.000,0.892,0,0,0,423,0,0
561,1403715301312143104,0.000,0.345,0.000,0.000,0.000,0.000,0.501,0.000,0.000,1.190,0,0,0,422,0,0
562,1403715301362142976,0.000,0.552,1.632,0.631,0.081,0.000,0.705,0.000,133.597,183.618,31,12,123,422,3872,3872
563,1403715301412143104,0.000,0.335,0.000,0.000,0.000,0.000,0.472,0.000,0.000,0.983,0,0,0,453,0,0
564,1403715301462142976,0.000,0.248,0.000,0.000,0.000,0.000,0.446,0.000,0.000,0.831,0,0,0,453,0,0
565,1403715301512143104,0.000,0.244,1.171,0.474,0.036,0.000,0.399,0.000,173.652,226.418,6,1,161,453,3888,3888
566,1403715301562142976,0.000,0.305,0.000,0.000,0.000,0.000,0.578,0.000,0.000,1.083,0,0,0,453,0,0
567,1403715301612143104,0.000,0.575,1.253,0.692,0.058,0.000,0.694,0.000,78.206,121.370,35,11,144,452,3905,3905
568,1403715301662142976,0.000,0.280,0.000,0.000,0.000,0.000,0.423,0.000,0.000,0.817,0,0,0,487,0,0
569,1403715301712143104,0.000,0.281,0.000,0.000,0.000,0.000,0.478,0.000,0.000,0.865,0,0,0,486,0,0
570,1403715301762142976,0.000,0.258,0.000,0.000,0.000,0.000,0.421,0.000,0.000,0.780,0,0,0,486,0,0
571,1403715301812143104,0.000,0.319,0.000,0.000,0.000,0.000,0.577,0.000,0.000,1.023,0,0,0,486,0,0
572,1403715301862142976,0.000,0.290,0.000,0.000,0.000,0.000,0.538,0.000,0.000,1.031,0,0,0,486,0,0
573,1403715301912143104,0.000,0.255,0.000,0.000,0.000,0.000,0.493,0.000,0.000,0.978,0,0,0,486,0,0
574,1403715301962142976,0.000,0.287,0.000,0.000,0.000,0.000,0.598,0.000,0.000,1.171,0,0,0,486,0,0
575,1403715302012143104,0.000,0.235,0.000,0.000,0.000,0.000,0.422,0.000,0.000,0.777,0,0,0,486,0,0
576,1403715302062142976,0.000,0.254,0.000,0.000,0.000,0.000,0.391,0.000,0.000,0.729,0,0,0,486,0,0
577,1403715302112143104,0.000,0.293,1.361,0.472,0.074,0.000,0.499,0.000,129.501,179.727,111,38,160,486,3958,3958
578,1403715302162142976,0.000,0.244,0.000,0.000,0.000,0.000,0.657,0.000,0.000,1.072,0,0,0,597,0,0
579,1403715302212143104,0.000,0.214,0.000,0.000,0.000,0.000,0.517,0.000,0.000,0.842,0,0,0,597,0,0
580,1403715302262142976,0.000,0.234,0.000,0.000,0.000,0.000,0.605,0.000,0.000,0.930,0,0,0,595,0,0
581,1403715302312143104,0.000,0.219,0.000,0.000,0.000,0.000,0.503,0.000,0.000,0.810,0,0,0,595,0,0
582,1403715302362142976,0.000,0.265,0.000,0.000,0.000,0.000,0.479,0.000,0.000,0.826,0,0,0,595,0,0
583,1403715302412143104,0.000,0.254,0.000,0.000,0.000,0.000,0.449,0.000,0.000,0.779,0,0,0,595,0,0
584,1403715302462142976,0.000,0.254,0.000,0.000,0.000,0.000,0.552,0.000,0.000,0.975,0,0,0,595,0,0
585,1403715302512143104,0.000,0.235,0.000,0.000,0.000,0.000,0.635,0.000,0.000,0.951,0,0,0,595,0,0
586,1403715302562142976,0.000,0.367,0.000,0.000,0.000,0.000,0.631,0.000,0.000,1.160,0,0,0,595,0,0
587,1403715302612143104,0.000,0.231,1.434,0.513,0.065,0.000,0.454,0.000,95.898,151.960,102,33,185,595,4024,4024
588,1403715302662142976,0.000,0.253,0.000,0.000,0.000,0.000,0.632,0.000,0.000,1.060,0,0,0,696,0,0
589,1403715302712143104,0.000,0.311,0.000,0.000,0.000,0.000,0.623,0.000,0.000,1.149,0,0,0,696,0,0
590,1403715302762142976,0.000,0.262,0.000,0.000,0.000,0.000,0.643,0.000,0.000,1.048,0,0,0,695,0,0
591,1403715302812143104,0.000,0.259,0.000,0.000,0.000,0.000,0.584,0.000,0.000,1.046,0,0,0,691,0,0
592,1403715302862142976,0.000,0.257,0.000,0.000,0.000,0.000,0.550,0.000,0.000,0.910,0,0,0,686,0,0
593,1403715302912143104,0.000,0.253,0.000,0.000,0.000,0.000,0.537,0.000,0.000,0.876,0,0,0,684,0,0
594,1403715302962142976,0.000,0.291,1.480,0.570,0.076,0.000,0.690,0.000,171.198,232.031,72,22,230,681,4083,4083
595,1403715303012143104,0.000,0.278,0.000,0.000,0.000,0.000,0.619,0.000,0.000,1.017,0,0,0,749,0,0
596,1403715303062142976,0.000,0.241,1.428,0.570,0.033,0.000,0.507,0.000,123.344,184.314,24,7,242,746,4137,4137
597,1403715303112143104,0.000,0.246,0.000,0.000,0.000,0.000,0.509,0.000,0.000,0.873,0,0,0,758,0,0
598,1403715303162142976,0.000,0.249,1.503,0.575,0.043,0.000,0.541,0.000,112.904,177.389,44,8,248,745,4165,4165
599,1403715303212143104,0.000,0.294,0.000,0.000,0.000,0.000,0.723,0.000,0.000,1.204,0,0,0,773,0,0
600,1403715303262142976,0.000,0.227,1.560,0.568,0.042,0.000,0.503,0.000,113.811,183.293,54,7,252,751,4199,4199
601,1403715303312143104,0.000,0.291,0.000,0.000,0.000,0.000,1.048,0.000,0.000,1.540,0,0,0,785,0,0
602,1403715303362142976,0.000,0.280,1.608,0.579,0.071,0.000,0.722,0.000,158.332,238.360,56,9,243,746,4238,4238
603,1403715303412143104,0.000,0.311,0.000,0.000,0.000,0.000,0.996,0.000,0.000,1.471,0,0,0,769,0,0
604,1403715303462142976,0.000,0.273,1.744,0.578,0.084,0.000,0.607,0.000,165.264,251.349,76,21,239,721,4277,4277
605,1403715303512143104,0.000,0.246,0.000,0.000,0.000,0.000,0.590,0.000,0.000,0.981,0,0,0,761,0,0
606,1403715303562142976,0.000,0.634,1.699,0.554,0.081,0.000,0.695,0.000,117.270,182.597,77,23,253,710,4319,4319
607,1403715303612143104,0.000,0.303,0.000,0.000,0.000,0.000,0.702,0.000,0.000,1.227,0,0,0,711,0,0
608,1403715303662142976,0.000,0.231,1.546,0.528,0.072,0.000,0.655,0.000,194.419,255.533,102,28,234,641,4370,4370
609,1403715303712143104,0.000,0.244,0.000,0.000,0.000,0.000,0.556,0.000,0.000,0.923,0,0,0,666,0,0
610,1403715303762142976,0.000,0.238,1.523,0.512,0.062,0.000,0.583,0.000,146.581,204.247,80,27,242,612,4416,4416
611,1403715303812143104,0.000,0.258,0.000,0.000,0.000,0.000,0.563,0.000,0.000,0.947,0,0,0,628,0,0
612,1403715303862142976,0.000,0.266,1.500,0.508,0.068,0.000,0.629,0.000,124.158,180.949,79,20,222,586,4456,4456
613,1403715303912143104,0.000,0.244,0.000,0.000,0.000,0.000,0.519,0.000,0.000,0.884,0,0,0,641,0,0
614,1403715303962142976,0.000,0.252,1.533,0.522,0.046,0.000,0.504,0.000,75.494,134.969,42,16,240,630,4497,4497
615,1403715304012143104,0.000,0.241,0.000,0.000,0.000,0.000,0.515,0.000,0.000,0.876,0,0,0,658,0,0
616,1403715304062142976,0.000,0.262,1.523,0.533,0.051,0.000,0.474,0.000,152.291,208.953,34,14,234,647,4535,4535
617,1403715304112143104,0.000,0.284,0.000,0.000,0.000,0.000,0.622,0.000,0.000,1.129,0,0,0,659,0,0
618,1403715304162142976,0.000,0.309,1.472,0.527,0.051,0.000,0.485,0.000,71.998,132.169,24,10,234,651,4571,4571
619,1403715304212143104,0.000,0.240,0.000,0.000,0.000,0.000,0.545,0.000,0.000,0.915,0,0,0,667,0,0
620,1403715304262142976,0.000,0.237,0.000,0.000,0.000,0.000,0.675,0.000,0.000,1.070,0,0,0,654,0,0
621,1403715304312143104,0.000,0.234,0.000,0.000,0.000,0.000,0.449,0.000,0.000,0.780,0,0,0,648,0,0
622,1403715304362142976,0.000,0.242,0.000,0.000,0.000,0.000,0.468,0.000,0.000,0.792,0,0,0,646,0,0
623,1403715304412143104,0.000,0.294,0.000,0.000,0.000,0.000,0.458,0.000,0.000,0.841,0,0,0,645,0,0
624,1403715304462142976,0.000,0.247,0.000,0.000,0.000,0.000,0.582,0.000,0.000,1.008,0,0,0,645,0,0
625,1403715304512143104,0.000,0.246,0.000,0.000,0.000,0.000,0.486,0.000,0.000,0.844,0,0,0,645,0,0
626,1403715304562142976,0.000,0.279,0.000,0.000,0.000,0.000,0.536,0.000,0.000,0.903,0,0,0,645,0,0
627,1403715304612143104,0.000,0.228,0.000,0.000,0.000,0.000,0.468,0.000,0.000,0.777,0,0,0,644,0,0
628,1403715304662142976,0.000,0.292,1.483,0.528,0.043,0.000,0.471,0.000,112.632,173.897,21,4,215,644,4598,4598
629,1403715304712143104,0.000,0.270,0.000,0.000,0.000,0.000,0.521,0.000,0.000,0.917,0,0,0,665,0,0
630,1403715304762142976,0.000,0.249,0.000,0.000,0.000,0.000,0.497,0.000,0.000,0.843,0,0,0,664,0,0
631,1403715304812143104,0.000,0.229,0.000,0.000,0.000,0.000,0.474,0.000,0.000,0.791,0,0,0,664,0,0
632,1403715304862142976,0.000,0.241,0.000,0.000,0.000,0.000,0.471,0.000,0.000,0.791,0,0,0,663,0,0
633,1403715304912143104,0.000,0.256,0.000,0.000,0.000,0.000,0.508,0.000,0.000,0.877,0,0,0,662,0,0
634,1403715304962142976,0.000,0.237,0.000,0.000,0.000,0.000,0.528,0.000,0.000,0.862,0,0,0,659,0,0
635,1403715305012143104,0.000,0.241,0.000,0.000,0.000,0.000,0.486,0.000,0.000,0.827,0,0,0,659,0,0
636,1403715305062142976,0.000,0.244,0.000,0.000,0.000,0.000,0.458,0.000,0.000,0.784,0,0,0,659,0,0
637,1403715305112143104,0.000,0.236,0.000,0.000,0.000,0.000,0.460,0.000,0.000,0.778,0,0,0,659,0,0
638,1403715305162142976,0.000,0.236,1.414,0.544,0.042,0.000,0.508,0.000,111.410,171.252,20,2,190,659,4621,4621
639,1403715305212143104,0.000,0.246,0.000,0.000,0.000,0.000,0.482,0.000,0.000,0.853,0,0,0,679,0,0
640,1403715305262142976,0.000,0.245,0.000,0.000,0.000,0.000,0.481,0.000,0.000,0.823,0,0,0,678,0,0
641,1403715305312143104,0.000,0.284,0.000,0.000,0.000,0.000,0.665,0.000,0.000,1.121,0,0,0,678,0,0
642,1403715305362142976,0.000,0.296,0.000,0.000,0.000,0.000,0.502,0.000,0.000,0.889,0,0,0,678,0,0
643,1403715305412143104,0.000,0.240,0.000,0.000,0.000,0.000,0.448,0.000,0.000,0.811,0,0,0,677,0,0
644,1403715305462142976,0.000,0.256,0.000,0.000,0.000,0.000,0.503,0.000,0.000,0.880,0,0,0,675,0,0
645,1403715305512143104,0.000,0.233,0.000,0.000,0.000,0.000,0.447,0.000,0.000,0.762,0,0,0,673,0,0
646,1403715305562142976,0.000,0.277,0.000,0.000,0.000,0.000,0.713,0.000,0.000,1.177,0,0,0,672,0,0
647,1403715305612143104,0.000,0.233,0.000,0.000,0.000,0.000,0.471,0.000,0.000,0.798,0,0,0,670,0,0
648,1403715305662142976,0.000,0.281,1.478,0.543,0.051,0.000,0.581,0.000,99.893,160.308,26,8,229,667,4645,4645
649,1403715305712143104,0.000,0.245,0.000,0.000,0.000,0.000,0.522,0.000,0.000,0.898,0,0,0,691,0,0
650,1403715305762142976,0.000,0.262,0.000,0.000,0.000,0.000,0.498,0.000,0.000,0.863,0,0,0,685,0,0
651,1403715305812143104,0.000,0.238,0.000,0.000,0.000,0.000,0.480,0.000,0.000,0.806,0,0,0,682,0,0
652,1403715305862142976,0.000,0.272,0.000,0.000,0.000,0.000,0.483,0.000,0.000,0.834,0,0,0,681,0,0
653,1403715305912143104,0.000,0.230,0.000,0.000,0.000,0.000,0.443,0.000,0.000,0.751,0,0,0,679,0,0
654,1403715305962142976,0.000,0.264,0.000,0.000,0.000,0.000,0.620,0.000,0.000,0.997,0,0,0,679,0,0
655,1403715306012143104,0.000,0.235,0.000,0.000,0.000,0.000,0.460,0.000,0.000,0.783,0,0,0,679,0,0
656,1403715306062142976,0.000,0.274,0.000,0.000,0.000,0.000,0.628,0.000,0.000,1.004,0,0,0,677,0,0
657,1403715306112143104,0.000,0.240,0.000,0.000,0.000,0.000,0.446,0.000,0.000,0.774,0,0,0,674,0,0
658,1403715306162142976,0.000,0.430,1.395,0.550,0.040,0.000,0.623,0.000,142.598,203.637,23,15,226,672,4677,4677
659,1403715306212143104,0.000,0.293,0.000,0.000,0.000,0.000,0.495,0.000,0.000,0.915,0,0,0,689,0,0
660,1403715306262142976,0.000,0.241,0.000,0.000,0.000,0.000,0.488,0.000,0.000,0.827,0,0,0,687,0,0
661,1403715306312143104,0.000,0.240,1.346,0.538,0.032,0.000,0.515,0.000,118.177,177.512,11,3,222,684,4690,4690
662,1403715306362142976,0.000,0.346,0.000,0.000,0.000,0.000,0.721,0.000,0.000,1.212,0,0,0,689,0,0
663,1403715306412143104,0.000,0.236,1.340,0.544,0.027,0.000,0.689,0.000,101.110,160.775,6,0,197,681,4697,4697
664,1403715306462142976,0.000,0.259,0.000,0.000,0.000,0.000,0.768,0.000,0.000,1.170,0,0,0,674,0,0
665,1403715306512143104,0.000,0.263,1.348,0.537,0.034,0.000,0.515,0.000,168.010,226.323,27,11,178,664,4715,4715
666,1403715306562142976,0.000,0.319,0.000,0.000,0.000,0.000,0.886,0.000,0.000,1.351,0,0,0,675,0,0
667,1403715306612143104,0.000,0.250,1.341,0.526,0.046,0.000,0.506,0.000,73.705,134.464,29,10,162,656,4734,4734
668,1403715306662142976,0.000,0.237,0.000,0.000,0.000,0.000,0.684,0.000,0.000,1.049,0,0,0,664,0,0
669,1403715306712143104,0.000,0.247,1.324,0.512,0.048,0.000,0.531,0.000,78.470,139.239,53,21,174,640,4760,4760
670,1403715306762142976,0.000,0.246,0.000,0.000,0.000,0.000,0.536,0.000,0.000,0.906,0,0,0,657,0,0
671,1403715306812143104,0.000,0.243,1.250,0.519,0.044,0.000,0.490,0.000,134.643,195.572,51,14,208,626,4794,4794
672,1403715306862142976,0.000,0.242,0.000,0.000,0.000,0.000,0.519,0.000,0.000,0.888,0,0,0,650,0,0
673,1403715306912143104,0.000,0.241,1.264,0.519,0.044,0.000,0.568,0.000,96.113,157.413,56,12,204,625,4838,4838
674,1403715306962142976,0.000,0.271,0.000,0.000,0.000,0.000,0.587,0.000,0.000,0.988,0,0,0,646,0,0
675,1403715307012143104,0.000,0.263,1.467,0.532,0.078,0.000,0.492,0.000,52.418,118.883,67,16,189,631,4881,4881
676,1403715307062142976,0.000,0.259,0.000,0.000,0.000,0.000,0.547,0.000,0.000,0.931,0,0,0,681,0,0
677,1403715307112143104,0.000,0.291,1.407,0.545,0.048,0.000,0.604,0.000,143.191,221.147,48,19,189,667,4923,4923
678,1403715307162142976,0.000,0.263,0.000,0.000,0.000,0.000,0.694,0.000,0.000,1.097,0,0,0,689,0,0
679,1403715307212143104,0.000,0.243,1.377,0.580,0.061,0.000,0.517,0.000,61.800,131.464,39,12,173,661,4951,4951
680,1403715307262142976,0.000,0.238,0.000,0.000,0.000,0.000,0.597,0.000,0.000,0.974,0,0,0,665,0,0
681,1403715307312143104,0.000,0.242,1.330,0.542,0.068,0.000,0.537,0.000,46.914,112.594,48,18,166,642,4985,4985
682,1403715307362142976,0.000,0.262,0.000,0.000,0.000,0.000,0.566,0.000,0.000,0.979,0,0,0,675,0,0
683,1403715307412143104,0.000,0.222,1.203,0.530,0.039,0.000,0.460,0.000,84.905,151.956,27,17,182,652,5022,5022
684,1403715307462142976,0.000,0.237,0.000,0.000,0.000,0.000,0.475,0.000,0.000,0.859,0,0,0,661,0,0
685,1403715307512143104,0.000,0.258,1.276,0.526,0.073,0.000,0.669,0.000,157.155,229.819,47,24,192,645,5058,5058
686,1403715307562142976,0.000,0.425,0.000,0.000,0.000,0.000,0.837,0.000,0.000,1.436,0,0,0,660,0,0
687,1403715307612143104,0.000,0.283,1.799,0.546,0.130,0.000,1.231,0.000,40.459,108.473,40,17,228,646,5101,5101
688,1403715307662142976,0.000,0.261,0.000,0.000,0.000,0.000,0.525,0.000,0.000,0.940,0,0,0,659,0,0
689,1403715307712143104,0.000,0.230,1.230,0.544,0.059,0.000,0.516,0.000,225.308,305.698,30,12,192,648,5129,5129
690,1403715307762142976,0.000,0.240,0.000,0.000,0.000,0.000,0.532,0.000,0.000,1.141,0,0,0,653,0,0
691,1403715307812143104,0.000,0.266,1.177,0.543,0.050,0.000,0.603,0.000,85.889,154.795,24,10,202,647,5158,5158
692,1403715307862142976,0.000,0.248,0.000,0.000,0.000,0.000,0.635,0.000,0.000,1.058,0,0,0,654,0,0
693,1403715307912143104,0.000,0.263,1.230,0.526,0.051,0.000,0.484,0.000,93.231,160.866,33,18,209,634,5193,5193
694,1403715307962142976,0.000,0.298,0.000,0.000,0.000,0.000,0.568,0.000,0.000,1.012,0,0,0,641,0,0
695,1403715308012143104,0.000,0.234,1.242,0.534,0.059,0.000,0.650,0.000,70.890,149.191,32,8,223,614,5219,5219
696,1403715308062142976,0.000,0.848,0.000,0.000,0.000,0.000,2.324,0.000,0.000,3.745,0,0,0,628,0,0
697,1403715308112143104,0.000,0.274,1.343,0.551,0.087,0.000,1.133,0.000,147.046,216.435,33,19,211,613,5259,5259
698,1403715308162142976,0.000,0.247,0.000,0.000,0.000,0.000,0.529,0.000,0.000,0.918,0,0,0,630,0,0
699,1403715308212143104,0.000,0.230,1.316,0.518,0.052,0.000,0.495,0.000,170.685,233.050,32,10,221,614,5283,5283
700,1403715308262142976,0.000,0.247,0.000,0.000,0.000,0.000,0.512,0.000,0.000,0.899,0,0,0,598,0,0
701,1403715308312143104,0.000,0.269,1.316,0.530,0.057,0.000,0.644,0.000,120.401,203.073,30,14,212,585,5315,5315
702,1403715308362142976,0.000,0.457,0.000,0.000,0.000,0.000,0.791,0.000,0.000,1.536,0,0,0,601,0,0
703,1403715308412143104,0.000,0.479,1.790,0.750,0.556,0.000,0.825,0.000,76.974,157.661,25,10,221,593,5348,5348
704,1403715308462142976,0.000,0.323,0.000,0.000,0.000,0.000,0.541,0.000,0.000,1.054,0,0,0,617,0,0
705,1403715308512143104,0.000,0.398,0.000,0.000,0.000,0.000,0.649,0.000,0.000,1.224,0,0,0,604,0,0
706,1403715308562142976,0.000,0.308,0.000,0.000,0.000,0.000,0.539,0.000,0.000,1.009,0,0,0,601,0,0
707,1403715308612143104,0.000,0.465,0.000,0.000,0.000,0.000,0.564,0.000,0.000,1.205,0,0,0,598,0,0
708,1403715308662142976,0.000,0.448,0.000,0.000,0.000,0.000,1.091,0.000,0.000,1.728,0,0,0,598,0,0
709,1403715308712143104,0.000,0.320,0.000,0.000,0.000,0.000,0.641,0.000,0.000,1.150,0,0,0,598,0,0
710,1403715308762142976,0.000,0.310,0.000,0.000,0.000,0.000,0.620,0.000,0.000,1.095,0,0,0,598,0,0
711,1403715308812143104,0.000,0.239,0.000,0.000,0.000,0.000,0.526,0.000,0.000,0.960,0,0,0,597,0,0
712,1403715308862142976,0.000,0.262,0.000,0.000,0.000,0.000,0.544,0.000,0.000,1.058,0,0,0,597,0,0
713,1403715308912143104,0.000,0.263,1.515,0.520,0.077,0.000,0.610,0.000,167.956,298.001,25,11,208,597,5373,5373
714,1403715308962142976,0.000,0.253,0.000,0.000,0.000,0.000,0.443,0.000,0.000,0.857,0,0,0,622,0,0
715,1403715309012143104,0.000,0.331,0.000,0.000,0.000,0.000,0.540,0.000,0.000,1.064,0,0,0,619,0,0
716,1403715309062142976,0.000,0.254,0.000,0.000,0.000,0.000,0.442,0.000,0.000,0.827,0,0,0,612,0,0
717,1403715309112143104,0.000,0.291,0.000,0.000,0.000,0.000,0.583,0.000,0.000,1.036,0,0,0,607,0,0
718,1403715309162142976,0.000,0.391,0.000,0.000,0.000,0.000,0.741,0.000,0.000,1.305,0,0,0,597,0,0
719,1403715309212143104,0.000,0.464,1.359,0.507,0.050,0.000,0.681,0.000,179.292,247.764,20,8,181,588,5387,5387
720,1403715309262142976,0.000,0.242,0.000,0.000,0.000,0.000,0.473,0.000,0.000,0.873,0,0,0,599,0,0
721,1403715309312143104,0.000,0.296,1.687,0.523,0.073,0.000,0.656,0.000,42.532,109.760,14,7,171,586,5401,5401
722,1403715309362142976,0.000,0.251,0.000,0.000,0.000,0.000,0.499,0.000,0.000,0.891,0,0,0,597,0,0
723,1403715309412143104,0.000,0.226,0.000,0.000,0.000,0.000,0.475,0.000,0.000,0.813,0,0,0,593,0,0
724,1403715309462142976,0.000,0.279,0.000,0.000,0.000,0.000,0.484,0.000,0.000,0.886,0,0,0,589,0,0
725,1403715309512143104,0.000,0.240,0.000,0.000,0.000,0.000,0.462,0.000,0.000,0.840,0,0,0,583,0,0
726,1403715309562142976,0.000,0.228,0.000,0.000,0.000,0.000,0.409,0.000,0.000,0.741,0,0,0,579,0,0
727,1403715309612143104,0.000,0.258,0.000,0.000,0.000,0.000,0.509,0.000,0.000,0.882,0,0,0,571,0,0
728,1403715309662142976,0.000,0.262,0.000,0.000,0.000,0.000,0.564,0.000,0.000,0.995,0,0,0,563,0,0
729,1403715309712143104,0.000,0.301,0.000,0.000,0.000,0.000,0.567,0.000,0.000,0.997,0,0,0,562,0,0
730,1403715309762142976,0.000,0.250,0.000,0.000,0.000,0.000,0.582,0.000,0.000,1.016,0,0,0,560,0,0
731,1403715309812143104,0.000,0.240,1.396,0.499,0.075,0.000,0.561,0.000,162.365,224.737,22,7,155,559,5411,5411
732,1403715309862142976,0.000,0.327,0.000,0.000,0.000,0.000,0.478,0.000,0.000,0.983,0,0,0,580,0,0
733,1403715309912143104,0.000,0.227,0.000,0.000,0.000,0.000,0.449,0.000,0.000,0.785,0,0,0,577,0,0
734,1403715309962142976,0.000,0.305,0.000,0.000,0.000,0.000,0.735,0.000,0.000,1.290,0,0,0,576,0,0
735,1403715310012143104,0.000,0.230,0.000,0.000,0.000,0.000,0.589,0.000,0.000,1.040,0,0,0,565,0,0
736,1403715310062142976,0.000,0.286,1.346,0.477,0.059,0.000,0.529,0.000,99.608,168.074,9,4,141,551,5418,5418
737,1403715310112143104,0.000,0.267,0.000,0.000,0.000,0.000,0.658,0.000,0.000,1.102,0,0,0,529,0,0
738,1403715310162142976,0.000,0.233,1.241,0.471,0.040,0.000,0.424,0.000,94.880,148.838,17,7,130,492,5425,5425
739,1403715310212143104,0.000,0.294,0.000,0.000,0.000,0.000,0.462,0.000,0.000,0.897,0,0,0,490,0,0
740,1403715310262142976,0.000,0.239,1.171,0.449,0.058,0.000,0.389,0.000,89.111,246.507,23,12,122,469,5440,5440
